2025-11-23 11:40:34,5285.KL,5.400000095367432
2025-11-23 11:40:57,5335.KL,2.5
2025-11-23 11:41:19,1155.KL,9.9399995803833
2025-11-23 11:45:33,5285.KL,5.400000095367432
2025-11-23 11:45:56,5335.KL,2.5
2025-11-23 11:45:59,1155.KL,9.9399995803833
2025-11-23 11:48:49,5285.KL,5.400000095367432
2025-11-23 11:49:12,5335.KL,2.5
2025-11-23 11:49:36,1155.KL,9.9399995803833
2025-11-23 11:53:47,5285.KL,5.400000095367432
2025-11-23 11:55:12,5285.KL,5.400000095367432
2025-11-23 11:55:14,5335.KL,2.5
2025-11-23 11:55:37,1155.KL,9.9399995803833
2025-11-23 11:59:48,5285.KL,5.400000095367432
2025-11-23 12:00:14,5335.KL,2.5
2025-11-23 12:00:40,1155.KL,9.9399995803833
2025-11-23 12:02:48,5285.KL,5.400000095367432
2025-11-23 12:02:48,5335.KL,2.5
2025-11-23 12:02:48,1155.KL,9.9399995803833
2025-11-23 12:04:09,5285.KL,5.400000095367432
2025-11-23 12:04:35,5335.KL,2.5
2025-11-23 12:05:01,1155.KL,9.9399995803833
2025-11-23 12:09:08,5285.KL,5.400000095367432
2025-11-23 12:09:33,5335.KL,2.5
2025-11-23 12:09:39,1155.KL,9.9399995803833
2025-11-23 12:10:18,5285.KL,5.400000095367432
2025-11-23 12:10:44,5335.KL,2.5
2025-11-23 12:11:10,1155.KL,9.9399995803833
